EC	A007	A008	A011	A016	A020	A024	A025	A033	A035	A036	A040	A042	A045	A052	A056	A060	A063	A002	A004	A006	A012	A014	A015	A018	A022	A026	A028	A030	A031	A032	A041	A044	A047	A050	A051	A057	A061	A062
Dipeptidase E (3.4.13.21)	0.000159581	0.000105079	0.000172459	4.31595e-05	0.000158409	1.68825e-05	5.12981e-05	0	0	0.000152446	0.000278138	1.40342e-05	8.06577e-05	4.51428e-05	0.000114999	0.000120231	8.75583e-05	3.95053e-05	0.000204999	0.000114914	0	0	1.65509e-05	3.82692e-05	8.84482e-05	7.37031e-05	5.71414e-05	0.000175793	0.00017466	0	0	0.000101892	1.15833e-05	0.000105983	8.98044e-05	0.000102724	0.000367703	0
D-Ala-D-Ala dipeptidase (3.4.13.22)	0.000895849	0.000650391	0.0013255	0.0011099	0.00163535	0.00108619	0.000743232	0.000932702	0.000806907	0.000530073	0.000327547	0.00135136	0.000129522	0.000466868	0.000987643	0.00132347	0.000454742	5.10478e-05	6.65537e-05	0.000259564	0.00164535	0.00134112	2.14647e-05	0.0012449	0.00134904	0.000812224	0.00174893	0.00117782	0.00104149	0.000269081	0.00166693	0.00101314	0.0012101	0.00131533	0.000490526	0.0009955	0.000473912	0.000921713
Xaa-Pro dipeptidase (3.4.13.9)	0.000372427	0.000388123	0.000211826	0.00050834	0.00025344	0.000156737	0.000206884	0.000242426	0.000141651	0.000527355	0.00063919	0.000473378	5.36427e-05	4.95849e-05	0.000106947	0.000275149	5.73299e-05	0	1.25061e-05	3.82263e-05	0.000262709	0.000295625	3.51974e-05	0.00024959	0.000153086	0.000227395	0.00013974	0.000319003	0.000176454	8.03278e-05	0.000203109	0.000308209	8.08096e-05	0.000344715	0.000103627	0.00028635	0.000421735	0.000100033
Xaa-Xaa-Pro tripeptidyl-peptidase (3.4.14.12)	0.00177065	0.000787669	0.00198569	0.00218976	0.00314389	0.00252799	0.00132737	0.00167403	0.00137703	8.28279e-05	0.000415578	0.00289504	0.00191704	0.00272273	0.00339886	0.0030075	0.00208701	0.0022188	0.00285677	0.000846794	0.00298466	0.00244471	0.00222918	0.00221389	0.00290197	0.00174347	0.00180295	0.00336872	0.00198508	0.00280534	0.00445844	0.00276258	0.00253024	0.00248274	0.000545311	0.00166026	0.000233191	0.00156789
Dipeptidyl-peptidase III (3.4.14.4)	0.000133195	8.30231e-05	0	0.000153121	0.000453388	0.000230272	4.79316e-05	7.87249e-05	9.32939e-05	0	0	0.000293111	1.42432e-05	3.89131e-05	0.000795986	0.000276751	7.71344e-05	1.76285e-05	0	1.94935e-05	0.00015068	0.000136724	0	5.02733e-05	0.000151234	7.04414e-05	0.000116153	0.000460437	0.000163546	7.32288e-05	0.00080509	0.000104401	0.000144718	4.90336e-05	6.05622e-05	9.22728e-05	1.49995e-05	0
Dipeptidyl-peptidase IV (3.4.14.5)	0.000342316	4.05309e-05	0	0.0001496	0	0.000396605	0.000122959	0.000317598	6.10184e-05	0	6.51e-06	5.37879e-05	1.1725e-05	2.84283e-05	0	0.000279587	0.000132632	1.74275e-05	0	5.60491e-05	0.00035465	9.33423e-05	0	3.38128e-05	0	0.00018099	8.81733e-05	8.14509e-05	0.000229412	3.55774e-05	7.74618e-05	0	0.000437561	0.000361008	8.30272e-05	0.000368109	0.000117517	0.000104673
Peptidyl-dipeptidase Dcp (3.4.15.5)	0.00111219	0.00033456	0.00193143	0.00100383	0.00161342	0.00121682	0.000698336	0.00114635	0.000945863	0.000130237	0.000421622	0.00145663	0.000229619	0.000531865	0.00114244	0.00126817	0.000853442	6.51973e-05	0.000128009	0.000308736	0.0021069	0.00171768	1.49922e-05	0.0013797	0.00124004	0.00103607	0.00075267	0.00120682	0.00122072	0.000331825	0.00164498	0.000959441	0.00130735	0.00166324	0.000415239	0.00137619	0.000513557	0.000748824
Serine-type D-Ala-D-Ala carboxypeptidase (3.4.16.4)	0.0022394	0.00191584	0.00225751	0.00196177	0.00246362	0.00108898	0.00169329	0.00127984	0.00100961	0.0024159	0.00329229	0.00120495	0.00248369	0.00308728	0.00147598	0.00143401	0.00194003	0.0025574	0.00268972	0.000440044	0.00136475	0.00158039	0.00376637	0.0017532	0.0015758	0.00153972	0.00061973	0.00106539	0.0013406	0.00225035	0.00119755	0.00257232	0.00110033	0.00106333	0.00137514	0.000707223	0.0027722	0.00209624
Muramoyltetrapeptide carboxypeptidase (3.4.17.13)	0.000646749	0.000228079	0.000136697	0.000468594	0.000699318	0.000718434	0.00021994	0.000403706	0.000145487	0.000225825	0.000468201	0.000340723	0.000156132	9.82857e-05	0.000992026	0.000722883	0.000251795	5.25466e-05	1.54506e-05	9.52141e-05	0.000569394	0.000141779	0	0.000220959	0.0001778	0.000307851	0.00023205	0.000648113	0.000384405	0.000115903	0.000980893	0.000231021	0.000680698	0.00041916	6.52437e-05	0.000436568	0.000379727	0
Zinc D-Ala-D-Ala carboxypeptidase (3.4.17.14)	0	7.53145e-05	0.00113494	2.38218e-05	0	8.77515e-05	9.06722e-05	0.000392856	0.000256311	0.000222514	1.94982e-05	0.000575522	8.77463e-05	0.000189064	8.55758e-05	0.000369579	0	1.66261e-05	2.74074e-05	1.81821e-05	0.000643596	0.00020697	1.50404e-05	0.000962118	1.65733e-05	2.22651e-05	6.38737e-05	8.09221e-05	6.04369e-05	1.97341e-05	8.65208e-05	9.2303e-05	0.000890705	0.000132353	0.000241555	7.09795e-05	1.64385e-05	4.42855e-05
Carboxypeptidase Taq (3.4.17.19)	6.18343e-06	0.000215136	0	0.000121311	0	0	0.000130982	3.43317e-05	8.73915e-05	0.000458579	0.000100327	9.58401e-06	0	1.23948e-05	9.08045e-05	5.6916e-05	0	3.6195e-05	0	0.0012522	3.95946e-05	6.39654e-05	0	0.000165532	9.06952e-05	5.9085e-05	1.6176e-05	8.98984e-05	7.62255e-05	3.80325e-05	8.42914e-06	3.80932e-05	3.05418e-05	0	9.0605e-05	9.56786e-05	0.000233082	0.000120945
Gamma-D-glutamyl-meso-diaminopimelate peptidase (3.4.19.11)	0.000230031	0.000639947	0.000567447	0.000193691	2.29058e-05	2.20126e-05	0.000340265	0.000261985	0.000551928	0.00128153	9.52126e-05	0.00014587	0.000147629	4.30884e-05	3.45382e-05	0.000104886	0.000322778	0.000169976	1.48219e-05	7.79758e-05	0.000141076	0.000280563	8.28325e-05	0.000126078	0.000152427	0.000190688	0.000198261	0.000126682	0.000341907	4.29853e-05	1.77707e-05	8.45842e-05	0.000264142	0.000248563	0.000357361	0.000440472	0.000290667	0.000177709
Pyroglutamyl-peptidase I (3.4.19.3)	3.19114e-05	0.000425632	1.05058e-05	6.00381e-05	7.90671e-05	3.11494e-05	9.51747e-05	0.000330547	0.000141081	0.000740177	0.00019309	2.29161e-05	9.77331e-05	0.000250146	0.000318912	0.000359533	0	1.99352e-05	9.8585e-06	1.93989e-05	2.82405e-05	6.95484e-05	1.51116e-05	1.2315e-05	4.30577e-05	0.000255385	2.46478e-05	1.25968e-05	0.000354766	0	2.13439e-05	8.14494e-05	3.70352e-05	1.00569e-05	1.30617e-05	5.62917e-05	0.000410786	0.000188855
Beta-aspartyl-peptidase (3.4.19.5)	0.000104922	2.9267e-05	9.82141e-05	8.96598e-06	8.31545e-05	0	1.73071e-05	0	0	0.000166212	0.000244767	0	1.7981e-05	0	7.98299e-05	5.21202e-05	0	0	0	0	0	0	0	0	0	3.49952e-05	0	0.000142432	0	0	0	2.97762e-05	0	0	9.85974e-06	0	0.000222747	0
C-terminal processing peptidase (3.4.21.102)	0.00180298	0.000986574	0.000202593	0.00145617	0.00126707	0.00229375	0.00115387	0.0012048	0.000555012	0.000467241	0.000561565	0.00134789	0.000169882	0.00026181	0.00232461	0.00176257	0.000825128	0.000158947	8.5925e-05	0.00028377	0.00140791	0.000625187	8.28337e-05	0.000644719	0.000596421	0.0015122	0.000941929	0.00166738	0.00109235	0.000378863	0.00209155	0.000557839	0.00193426	0.00116378	0.000571961	0.00184627	0.000926646	0.000350972
Rhomboid protease (3.4.21.105)	0.000876343	0.000598909	0.000347785	0.000901935	0.00112528	0.000762382	0.000632905	0.000632944	0.000351139	0.000263161	0.000473191	0.00107313	0.000101082	0.000176139	0.00122587	0.000835324	0.000399507	8.81682e-05	6.02847e-05	9.02181e-05	0.000694194	0.000556217	3.58137e-05	0.000548527	0.000363958	0.000780239	0.000335706	0.000734205	0.000646422	0.000214436	0.00112942	0.000586324	0.000655795	0.000462875	0.000343689	0.000568131	0.000790728	0.000342064
Peptidase Do (3.4.21.107)	0.00110868	0.000654416	0.000653798	0.00077536	0.00122429	0.00091179	0.000337733	0.000328417	0.000240416	0.000828309	0.00177748	0.000463327	0.000123461	0.00013445	0.00124019	0.00115583	0.000161408	0.000149745	8.16856e-05	0.000124015	0.000550101	0.000265989	1.03727e-05	0.000300687	0.000158968	0.000486481	0.000242597	0.000919707	0.000381235	0.000129637	0.000936443	0.000509107	0.000604741	0.000468342	0.000112637	0.000402911	0.00162465	1.98367e-05
HtrA2 peptidase (3.4.21.108)	0.000275339	2.06257e-05	0	0.000136459	0	0.000379777	0.000116428	0.000219126	2.45883e-05	0	0	2.65098e-05	1.0983e-05	3.57072e-05	0	0.000269896	9.98543e-05	1.19569e-05	1.14487e-05	6.19984e-05	0.000328826	4.64293e-05	0	1.04195e-05	0	0.00017403	8.60086e-05	2.50559e-05	0.00017875	4.82118e-05	8.40134e-05	0	0.000388496	0.000291242	5.26736e-05	0.000325096	5.7325e-05	0
SpoIVB peptidase (3.4.21.116)	7.55246e-05	0.000291452	0	0.000168621	0	1.01379e-05	0.000207722	8.37965e-05	8.2594e-05	0.000131493	3.92054e-05	0.000107809	1.4925e-05	0	6.93436e-05	4.41225e-05	6.79265e-05	5.55535e-05	3.16292e-05	1.99292e-05	2.07158e-05	7.16573e-05	1.2609e-05	0.000169881	1.32502e-05	0.00022881	0	0	0.000156	5.38023e-05	0	6.73056e-05	6.13309e-05	0	0.000216488	2.5705e-05	0.00010018	0.000201284
Endopeptidase La (3.4.21.53)	0.00153954	0.0021614	0.0012514	0.00162127	0.00123841	0.00179638	0.00179848	0.00169157	0.00191761	0.00145409	0.00179107	0.0012654	0.00215693	0.00173298	0.00159556	0.00132928	0.00176088	0.00218653	0.00200772	0.00282877	0.00134545	0.00148456	0.00184455	0.00145129	0.00150085	0.00203168	0.00213756	0.00166934	0.00168845	0.00184145	0.00120575	0.00163786	0.00128325	0.00154154	0.00237927	0.00182631	0.00187624	0.00185848
Subtilisin (3.4.21.62)	0.000104844	0.000110069	2.3712e-05	0.000184906	0	2.73286e-05	0.000520838	0.000200771	0	0.000908929	2.93185e-05	5.1742e-05	7.46515e-05	2.84463e-05	0.00012704	0	0.000253723	2.08146e-05	0	5.78286e-05	4.95558e-05	0.0001091	6.089e-05	0.000108615	0.000272511	0.000289052	4.06842e-05	6.91407e-05	5.43961e-05	0.000130662	0	9.17943e-05	0.000209591	0.000408242	4.74503e-05	0.000274335	0	0.000305634
Oligopeptidase B (3.4.21.83)	0.0002005	0.000107193	0.000291873	9.99588e-05	0.000318194	0	2.65103e-05	0	0	0.000311045	0.000603259	0	3.70534e-05	0	6.83335e-05	6.82892e-05	0	0	0	0	8.47506e-06	0	0	0	0	9.04122e-05	0	0.000235989	1.43231e-05	0	0	8.70466e-05	0	0	0	0	0.000433374	9.02535e-05
Repressor LexA (3.4.21.88)	0.000597448	0.00174093	0.000487116	0.000904845	0.000231952	2.50569e-05	0.00128711	0.000272665	0.00101817	0.00160318	0.000848655	0.000303603	0.000267097	0.000104928	0.000521681	0.000353475	0.000774145	0.000266747	0.00027042	0.000612296	5.0742e-05	0.000686115	0.000154112	0.000638596	0.000531243	0.00117928	0.00020307	0.000414781	0.000864956	0.000376383	1.25131e-05	0.000427632	0.000478891	0.000211798	0.00186222	0.00100665	0.00156408	0.00132508
Signal peptidase I (3.4.21.89)	0.00413066	0.00468525	0.00525684	0.00450593	0.0041901	0.00511722	0.00498139	0.00481364	0.00542098	0.00377495	0.00232414	0.00552413	0.00284483	0.00542786	0.003946	0.00420073	0.00454619	0.00382034	0.00400298	0.00314538	0.00542146	0.00528317	0.00423575	0.0054405	0.00517474	0.00549092	0.00573894	0.00545924	0.00528727	0.00438019	0.00503178	0.00549484	0.00494368	0.00520511	0.00455529	0.00457748	0.00286702	0.00524682
Endopeptidase Clp (3.4.21.92)	0.00164607	0.00267949	0.0015261	0.00196155	0.00138661	0.00174805	0.00212733	0.00217672	0.00247658	0.00236019	0.00153688	0.00167761	0.00305238	0.00250189	0.00174357	0.00161965	0.00245871	0.00314778	0.00316977	0.00298346	0.00180725	0.00196753	0.00294857	0.00203535	0.0019122	0.0022403	0.00261806	0.00222632	0.00200298	0.00255466	0.00159264	0.00180167	0.00181671	0.00181578	0.00297764	0.00210435	0.00194953	0.00193621
Streptopain (3.4.22.10)	5.62564e-05	2.12446e-05	0	0.000275412	0.000516734	0.00012196	5.88928e-05	5.85099e-05	0	0	4.03003e-06	0.000376691	5.5894e-05	3.84824e-05	0	0	0	1.13285e-05	0	2.71677e-05	5.55081e-05	0.00017744	0	0.000139825	0	9.48882e-05	0.000158704	0.000352277	0	0	0.000139765	8.09752e-05	3.31866e-05	7.87232e-06	0	0	0	0
Bleomycin hydrolase (3.4.22.40)	1.28746e-05	0.000178036	1.79249e-05	0	0	0	1.22233e-05	0	4.65464e-05	0	0.00065207	0	0.00262612	0.00379051	0	0	0.00191349	0.00365497	0.00370784	1.28957e-05	0	1.88493e-05	0.00461965	1.0435e-05	0	2.66277e-05	0	3.03471e-05	1.774e-05	0.0035288	0	0.000989301	0	4.55787e-05	2.80598e-05	2.30584e-05	0.000265212	5.71268e-05
Sortase B (3.4.22.71)	1.15217e-05	0.000425458	0.000168336	8.05128e-05	0	7.40847e-06	0.000108189	1.72127e-05	4.53362e-05	5.85633e-05	0.000149672	5.20357e-05	4.06993e-05	1.68225e-05	0	6.94873e-05	0.000108734	4.07432e-05	3.99249e-05	9.05523e-05	4.83893e-05	9.53065e-05	1.1801e-05	0.000155157	1.30063e-05	0.000243223	3.25585e-05	3.28399e-05	0.000175147	3.98961e-05	2.06565e-05	4.40013e-05	7.14871e-05	7.89253e-05	0.000119677	8.18856e-05	0.000166783	0.000109978
Clostripain (3.4.22.8)	0.000164127	0.000132105	8.33061e-05	0.000177819	0	0.000473442	5.49675e-05	0.000136323	0.000142756	0	0	0.000200307	1.27341e-05	8.16094e-05	0	0.00016925	0.00012738	4.51327e-05	1.57204e-05	7.68542e-05	0.000411456	6.38915e-05	0	5.79357e-05	6.6871e-05	0.000319932	3.02851e-05	0.000449763	0.000118737	0.000119298	0.00034368	0.000160983	0.000528031	0.000598591	3.10525e-05	0.000495596	9.79464e-05	0
Signal peptidase II (3.4.23.36)	0.00144436	0.00201967	0.00109288	0.00156167	0.00115393	0.00170466	0.0017757	0.00172135	0.00201029	0.00276904	0.00118089	0.00170461	0.0021617	0.00174385	0.00165631	0.00132663	0.00192921	0.00193602	0.00182612	0.00263408	0.00140529	0.00179206	0.00155929	0.00182953	0.00186853	0.00188678	0.00246717	0.00175128	0.00196144	0.00171093	0.0014623	0.00146539	0.00181374	0.00170217	0.00241916	0.00184552	0.00140075	0.00153943
Prepilin peptidase (3.4.23.43)	6.04169e-05	0.000117798	5.99053e-06	7.28704e-05	4.40254e-05	0	0.000165206	1.48623e-05	2.92242e-05	0.000279132	6.46853e-05	1.1824e-05	0	0	5.13446e-05	4.59376e-05	0.000168659	1.59313e-05	8.65862e-05	6.72291e-05	0	7.8684e-05	0	0.000203475	0.000215114	3.86301e-05	1.52559e-05	3.08595e-05	0.000174973	8.10551e-05	0	4.23178e-05	0.000177624	0	9.78051e-05	3.31666e-05	0.000189968	0.000230436
HycI peptidase (3.4.23.51)	0.000126753	9.7577e-05	7.96903e-05	4.75872e-05	9.87623e-05	0	0	0	0	0.000142084	0.000393606	0	1.36501e-05	0	2.53143e-05	0.000135139	0	0	0	0	0	0	0	0	0	2.41513e-05	0	8.94586e-05	1.0059e-05	0	0	3.43044e-05	0	0	0	0	0.000267544	0
Pitrilysin (3.4.24.55)	0.000382523	0.000163497	0.000280829	0.000420042	0.000756472	0.000253162	5.48929e-05	7.05692e-05	0.000200106	0.000393094	0.000604258	0.000644712	2.95133e-05	0	0.00114912	0.000969105	0.000142885	0	0	2.17298e-05	0.00013792	0.000132681	9.66234e-06	0.000372593	0.000186794	0.000193345	0.000203895	0.000453952	2.94206e-05	2.21996e-05	0.000906232	0.000271369	0.000163411	0.000200061	5.21138e-05	0.000111426	0.00101127	2.69902e-05
Oligopeptidase A (3.4.24.70)	0.000531657	0.000152607	0.000329331	0.000237917	0.000416738	1.35272e-05	8.34337e-05	0.000162122	0.000131535	0.000166217	0.000753006	0.000274202	2.15704e-05	2.37174e-05	0.000105521	0.000390175	2.56065e-05	0	0	2.53383e-05	0.000163357	0.00016043	0.000137682	5.20114e-05	1.58114e-05	6.86083e-05	6.31557e-05	0.000329619	6.77209e-05	0	0.000111154	0.000287007	4.43021e-05	0.000220841	2.08513e-05	0.000154186	0.000528496	0
Endothelin-converting enzyme 1 (3.4.24.71)	0.000762585	7.9196e-05	0.00117509	0.000406775	0.000578345	0.000791585	0.00047054	0.000824043	0.000444436	0	1.94815e-05	0.000462454	4.07339e-05	0.000237506	0	0.000617879	0.000406905	2.33908e-05	5.82882e-05	0.000168997	0.00131373	0.000753205	0	0.000726062	0.000199322	0.000538119	0.000248983	0.000194188	0.000609202	8.79301e-05	0.000480876	0.0005952	0.000934696	0.000992266	0.000230834	0.000975641	8.36332e-05	0.000145862
Lysostaphin (3.4.24.75)	0.000352875	0.000228158	3.88874e-05	0.000442387	5.09836e-05	0.000273698	0.00016117	0.000138544	0.000129328	0.000136088	0.000123415	0.00023742	5.32971e-05	3.8894e-05	7.76892e-05	0.000284903	0.000125802	2.16053e-05	0	4.491e-05	0.000256647	9.05e-05	0	6.9934e-05	0.000177345	0.000211735	0.000141852	0.000283067	0.000155907	0.000129385	0.000120733	0.000158914	0.000238814	0.000356831	6.29579e-05	0.000201617	8.75792e-05	0.000150246
GPR endopeptidase (3.4.24.78)	0.000118516	0.000872028	4.51084e-05	0.000266581	0	9.14183e-06	0.000467924	0.000146736	0.000458711	0.000736617	0.000137017	0.000131395	5.83868e-05	2.1492e-05	0.000110062	9.33878e-05	0.000229546	0.000176341	5.41696e-05	0.000162499	8.51423e-05	0.000243283	5.373e-05	0.000355766	0.00020944	0.000566133	0	4.16936e-05	0.000340112	0.000109612	1.03211e-05	0.000166852	0.000108131	1.34867e-05	0.000762902	0.00036881	0.000443738	0.000688171
HslU--HslV peptidase (3.4.25.2)	0.000166144	0.000124491	0.000125717	0.000184314	0.000112119	0.000160394	3.24371e-05	0	0.000107449	0.000257658	0.000363892	0	6.13165e-05	9.85095e-06	9.9173e-05	6.17013e-05	0	0.000111265	5.60688e-05	4.1929e-05	2.09932e-05	1.96634e-05	4.7689e-05	1.8974e-05	0	0.000117164	1.73608e-05	0.000219994	1.62837e-05	1.33219e-05	0	8.79209e-05	1.7556e-05	0	1.06592e-05	0	0.000312224	4.29186e-05
Asparaginase (3.5.1.1)	0.00141977	0.000501637	0.00205772	0.000576833	0.00122737	0.000959102	0.000820186	0.000855381	0.000614733	0.000868736	0.0014691	0.000998002	0.00131239	0.00128361	0.000338666	0.00116681	0.00132286	0.00133822	0.00156536	0.00121909	0.00132991	0.00118435	0.00126128	0.00138471	0.00102923	0.000900441	0.000721896	0.000894858	0.00117721	0.00111027	0.000873048	0.00130769	0.000948984	0.00131929	0.000530173	0.000896816	0.000982438	0.000862663
Formyltetrahydrofolate deformylase (3.5.1.10)	0.00117604	0.000229169	0.00105353	0.000931581	0.00101613	0.00129173	0.00061658	0.00104866	0.000653082	0.000130748	0.000363787	0.00119266	0.000144024	0.000269081	0.0011288	0.00103739	0.000508346	0.000185027	0.000154145	0.000313398	0.00131762	0.00105708	1.18545e-05	0.000955508	0.0010506	0.000747026	0.00189795	0.000749658	0.00102069	0.000195696	0.00142094	0.000715395	0.00121856	0.00111719	0.000275081	0.00119974	0.000417789	0.000883632
(R)-amidase (3.5.1.100)	0.000727717	0.000268154	0.000993525	0.000554805	0.000738901	0.000852677	0.000533962	0.000714203	0.000814475	0.000151008	0.000257373	0.00114215	0.000102929	0.000290036	0.000322556	0.000944843	0.000424864	3.31196e-05	6.07506e-05	0.000193583	0.000873793	0.00101369	0	0.000778409	0.000865255	0.000618237	0.000688267	0.000594291	0.000627423	0.00020012	0.00109905	0.000723102	0.00102071	0.000980861	0.000248366	0.000709388	0.000236332	0.00073487
Peptidoglycan-N-acetylglucosamine deacetylase (3.5.1.104)	0.000639462	0.000124896	0.000107484	0.000555632	8.52367e-05	0.000648338	0.000303206	0.000734232	0.000240982	0	0	0.000650156	2.99351e-05	0.000159196	0	0.000297913	0.000275949	3.59294e-05	8.26882e-05	0.000101099	0.000638435	0.00027225	1.69068e-05	0.0001301	2.56855e-05	0.000340677	0.000402756	0.000461381	0.00042724	9.08651e-05	0.000280068	0.000232132	0.000675217	0.000479052	5.82509e-05	0.000593145	0.000158979	0
UDP-3-O-acyl-N-acetylglucosamine deacetylase (3.5.1.108)	0.00134731	0.000641394	0.0011478	0.00111459	0.00138938	0.00178544	0.00105998	0.00163368	0.00135167	0.000471937	0.000749832	0.00129138	0.000473592	0.000763064	0.00146409	0.00171385	0.000872313	0.00041921	0.000409496	0.000650677	0.00155822	0.00133022	8.26185e-05	0.0011959	0.00138545	0.0012703	0.00195289	0.00163565	0.00135276	0.000465195	0.00150438	0.00101517	0.00147209	0.00157355	0.00131675	0.00138538	0.000625677	0.000749138
N-acyl-aliphatic-L-amino acid amidohydrolase (3.5.1.14)	6.46256e-05	7.04709e-05	1.19829e-05	8.85471e-05	4.66557e-05	0	3.95155e-05	3.19685e-05	9.97358e-05	0.000196133	4.0544e-05	4.36844e-05	3.1301e-05	0	4.44152e-05	0.0001568	0	0	2.95841e-05	0	0	0	2.51767e-05	0.000102618	0.00010495	1.33329e-05	0	3.32014e-05	2.39437e-05	0	0	0	3.08822e-05	1.54715e-05	3.12508e-05	3.99818e-05	3.1835e-05	2.58616e-05
Acetylornithine deacetylase (3.5.1.16)	0.000726656	0.000214151	0.000356432	0.000356741	0.000299095	0.00047785	0.000263339	0.00033081	0.000112786	0.000259407	0.000768984	7.79261e-05	9.23812e-05	8.00257e-05	4.90267e-05	0.00056147	0.000194953	0	0	0.000108499	0.00044417	0.000123822	0	7.48898e-05	0.000175742	0.000354721	0.000156857	0.000366967	0.000198462	8.46647e-05	9.52485e-05	0.000322507	0.000661541	0.000336821	5.46714e-05	0.000461228	0.000761297	2.19062e-05
Succinyl-diaminopimelate desuccinylase (3.5.1.18)	0.000530108	0.000496159	0.00121302	0.000380207	0.000753048	0.000841251	0.000536308	0.000477554	0.000523922	0.000527746	0.000947163	0.000346306	0.000240073	0.00023982	0.000173019	0.000484101	0.000243463	0.000206177	0.000121226	0.000158274	0.000603286	0.000772148	1.17502e-05	0.000656627	0.000851181	0.000478176	0.000413016	0.000469123	0.000663216	0.000153229	0.000323607	0.00082545	0.000517554	0.000680845	0.000200061	0.000236529	0.000818493	0.000885011
Nicotinamidase (3.5.1.19)	0.000119906	0.000102099	0.000119455	4.98826e-05	9.96424e-05	0	1.02935e-05	0	0	0.000110145	0.000609906	0	4.96101e-05	0	5.7887e-05	2.22335e-05	0	0	0	0	0	0	0	0	0	3.30053e-05	0	0.000160184	0	0	0	3.2953e-05	0	0	0	0	0.000334718	9.30018e-05
Glutaminase (3.5.1.2)	0.00310146	0.00301121	0.00335812	0.00305196	0.00373246	0.0036601	0.00365352	0.00398122	0.00386504	0.00191329	0.00170779	0.00342155	0.00249778	0.00239088	0.00421687	0.0034439	0.0032066	0.00228843	0.00205112	0.00210268	0.0040353	0.00380123	0.00224631	0.00369465	0.00406477	0.00329687	0.00337263	0.00333128	0.00387818	0.00207251	0.00369637	0.00293985	0.00336814	0.00382698	0.00274938	0.00342485	0.00250193	0.00335664
Choloylglycine hydrolase (3.5.1.24)	0.000854248	0.000860296	6.14016e-05	0.00100765	0.000463057	0.00106867	0.000960128	0.000704033	0.000331767	0.00119822	0.000195713	0.000882869	0.00011511	9.67675e-05	0.000993579	0.00140825	0.000479552	0.000213551	0.000126011	0.000222816	0.000846262	0.000395628	0.000106715	0.000382422	0.000558069	0.000686714	0.000430832	0.000119453	0.000600447	0.000220383	0.00116591	0.000366717	0.00108191	0.000848631	0.000629495	0.0010823	0.000653596	0.000389775
