	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
PWY-6901: superpathway of glucose and xylose degradation	0.00294956	0.00478755	0.00312755	0.00507986	0.00424791	0.0043634	0.00501806	0.00450598	0.00493358	0.00370834	0.00419905	0.00452602	0.00280447	0.00448762	0.00461905	0.00405051	0.00379091	0.00401773	0.00388289	0.00332608	0.00377839	0.00414491	0.00382527	0.00162969	0.00431498	0.00470249	0.00381351	0.0033404	0.00432567	0.00409455	0.00468014	0.00417063	0.00293439	0.00358877	0.00525845	0.00437922	0.00348693	0.00451637	0.00429853	0.00364985	0.00456855	0.00392661	0.00461811	0.00389886	0.00410283	0.00449264	0.00352697	0.00459764	0.00288438	0.00435321	0.00508967	0.00432958	0.00367117	0.00495269	0.00492203	0.00349635	0.00242363	0.00360253	0.00381995	0.00384609	0.00483022	0.00440031	0.00345349	0.00418907	0.00424865	0.0043252	0.00476445	0.00308371	0.00415978	0.00285939	0.00483753
PWY-6902: chitin degradation II (Vibrio)	0.000661048	0.00422637	0.00338769	0.00316847	0.00395437	0.00160316	0.0026815	0.00328978	0.00211476	0.000699531	0.00357652	0.00215412	0.00377595	0.00215014	0.00174347	0.00685838	0.00224111	0.0020256	0.00301497	0.000936941	0.00134075	0.00188329	0.00253913	3.73885e-05	0.00270782	0.0019944	0.00219093	0.00256623	0.00175455	0.00216611	0.000343388	0.00254524	0.00102514	0.00122351	0.00433424	0.000794322	0.00176756	0.000770379	0.00240347	0.000654346	0.0010604	0.00114617	0.00206594	0.00101384	0.0014197	0.00290705	0.000666598	0.00101396	0.000768471	0.00138836	0.00295241	0.00207319	0.00268435	0.00191035	0.000842456	0.00134887	0.000660901	0.00167413	0.00123899	0.00377383	0.00207326	0.00299478	0.000744663	0.00297023	0.0036521	0.000954899	0.0017152	0.000801214	0.0019354	0.00125303	0.00207018
PWY-6906: chitin derivatives degradation	3.41821e-05	0.00236218	0.00525907	2.18708e-05	0.00710279	0.0	0.00049408	0.00125446	7.6469e-05	0.000974036	0.000995303	0.000421842	0.000363021	0.00147217	0.000910904	0.00168248	0.0	0.00187358	0.00103803	0.00103359	0.00120035	0.000522289	0.00117569	4.98847e-05	1.87261e-05	0.00224963	0.000720325	0.000839638	0.000635714	0.000757354	0.000806303	0.00205244	6.10223e-05	0.000154288	0.00334779	3.60321e-05	0.000406596	0.000477288	0.00478645	5.3906e-05	0.00128534	0.0	0.0	0.000174652	0.000548558	0.00137776	0.0	0.000239429	0.000985189	0.00303089	0.0016094	0.00161281	0.000590129	0.00219298	0.000300575	0.00137745	0.0011674	0.000895025	0.0011314	0.00180508	0.0011361	0.00181139	0.000768351	0.00101198	0.00232278	0.00278263	0.000554805	0.000720429	0.000281072	0.00161149	0.00172462
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0.000199219	3.95358e-05	0.000109288	0.000888933	5.84438e-05	0.000691645	0.000419546	0.000616631	0.000532823	0.000767396	0.000384677	0.00116054	5.12336e-05	0.000271112	0.000217511	1.1367e-05	0.000294271	0.000328814	0.000584617	0.000238349	0.000755128	0.000103462	6.35865e-05	5.40487e-05	0.00058988	0.000134225	0.00014177	0.000430538	0.00012525	0.000362211	0.00029433	0.000822258	0.00057486	0.000669235	0.000124608	4.20034e-05	0.000336376	0.000502078	0.000328661	0.000151778	0.000119038	0.000295193	0.000929697	0.000369411	0.000269047	1.36985e-05	0.000239375	0.000362644	9.90501e-05	0.000214799	0.000213524	0.00016776	7.17355e-05	0.000386456	1.25254e-05	0.000159395	0.000168272	8.70613e-05	1.64922e-05	0.000128202	7.85602e-05	0.000541494	0.000488498	0.000191721	7.78184e-05	0.000110028	4.79511e-05	0.000157854	0.000373941	0.000196244	4.01187e-05
PWY-6936: seleno-amino acid biosynthesis (plants)	0.00269099	0.00312044	0.000913953	0.00434874	0.00130054	0.00376039	0.00420543	0.00162946	0.00468368	0.0033698	0.00389627	0.00274359	0.000284054	0.00281753	0.00302555	0.000340089	0.00202576	0.00410087	0.0036027	0.00399023	0.00346149	0.00650785	0.00273112	0.0013723	0.0029159	0.0014964	0.00281292	0.00269067	0.00376619	0.00127335	0.00562528	0.00384567	0.0035197	0.00351055	0.00223848	0.00549403	0.00445443	0.00790653	0.00267083	0.00665546	0.00406924	0.00508157	0.00570382	0.00552241	0.00590794	0.00396181	0.00615592	0.00602897	0.00528136	0.00376506	0.00207435	0.00217048	0.0020867	0.00347973	0.00104738	0.00294261	0.00424431	0.00249827	0.00420593	0.00242187	0.00294053	0.00278759	0.00428787	0.00114238	0.00298749	0.00390517	0.00293419	0.00353619	0.00441071	0.00306307	0.00403053
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0.00103328	0.000565506	6.26366e-05	0.000756178	0.000783721	0.00246001	0.000420584	0.000649755	0.000827055	4.44431e-05	0.00266085	0.0014018	5.42346e-05	0.000487322	0.000214131	0.000134629	0.000757847	0.00122147	0.00122685	0.000552062	0.00131215	5.94303e-05	0.000300327	0.000144308	0.000234256	0.0002143	0.0	0.00106109	0.00113505	0.000846846	0.00035793	0.000449302	0.00130333	0.000534793	4.11532e-05	0.00315511	0.000746619	0.000351315	0.000354117	0.00143127	0.000600033	0.000674781	0.000707228	0.00178682	0.00193945	0.000225885	0.00319389	0.00182421	0.00016619	3.59494e-05	8.22501e-05	4.20355e-05	5.42844e-05	0.000652722	4.36311e-05	0.000238461	0.000104099	7.39331e-05	6.86434e-05	1.07945e-05	0.000521213	0.00059799	0.000645414	0.000285462	0.000129232	2.71984e-05	0.000256056	0.000114547	0.00102387	6.6416e-05	0.0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0.00107073	0.00111857	0.000674521	0.00321558	0.000679238	0.00262285	0.000521784	0.000681158	0.00135622	0.00222354	0.00321707	0.00149175	0.00157808	0.00213216	0.000646329	0.000806562	0.00134582	0.0012398	0.00130965	0.00136429	0.00154301	0.000424749	0.00102997	0.000341395	0.00227295	0.000330403	0.000292694	0.00100271	0.00113492	0.000756093	0.000721023	0.000474493	0.00300169	0.00167444	0.000886138	0.00231697	0.00163299	0.00169753	0.000878561	0.00142032	0.00196755	0.00230305	0.00397326	0.00180722	0.00235437	0.00115869	0.00280713	0.0027374	0.00181549	0.00111967	0.000799746	0.00101933	0.000990021	0.000735912	0.000547312	0.00193511	0.00191887	0.0014556	0.00120788	0.000949134	0.00192451	0.001786	0.0024558	0.000950735	0.00189115	0.00122636	0.000196819	0.00288385	0.0024319	0.00171337	0.00314503
PWY-6992: 1,5-anhydrofructose degradation	1.87251e-05	0.00234356	0.000679503	0.00228451	9.54903e-06	9.6802e-06	3.32293e-06	0.000770067	0.00188612	0.00064191	0.00068536	0.0	0.000165265	0.000114584	0.00103394	3.81717e-05	3.34161e-05	1.08335e-05	0.0	0.000116265	0.000162449	0.000384546	5.14813e-05	0.000207085	5.61287e-05	2.95598e-05	9.59863e-06	0.000182511	0.00102962	0.000146262	2.05717e-05	9.95504e-05	2.04016e-05	1.50608e-05	0.00106869	0.000145406	0.000259633	8.48839e-05	1.38515e-05	7.88994e-05	0.000167749	0.0	6.4047e-05	0.000132184	0.000878784	0.000335911	0.000201359	0.00125615	2.64767e-05	0.0	0.00042375	2.5208e-05	3.6026e-06	2.39453e-05	4.1676e-05	0.000274987	2.16417e-05	0.000446558	0.000262038	0.000127883	8.82868e-05	0.000101786	0.000110732	4.13864e-05	0.0	0.0	0.000189889	1.0617e-05	0.000237613	0.0	0.000184978
PWY-7013: (S)-propane-1,2-diol degradation	0.000856345	0.000133691	9.09139e-05	0.00477191	1.20722e-05	0.0021156	0.000304624	0.000293527	0.000649953	0.00190943	5.64642e-05	0.000273151	0.000150456	0.000731283	0.000250238	5.31818e-05	7.27829e-05	0.0020313	0.00120476	0.000509222	0.000708093	2.74745e-05	9.03349e-05	0.000173031	0.00291645	0.000168071	6.45052e-06	0.000376756	0.000922185	0.000367839	0.000332696	0.00068034	0.00195375	0.00247749	0.000242494	0.000218413	0.000542931	0.00316973	0.000843629	2.88483e-05	0.000654969	0.00461357	0.00859097	0.000516805	0.000458158	0.00315356	0.00166927	0.00296357	1.32558e-05	9.97086e-05	0.000193298	2.9003e-05	1.97568e-05	6.9093e-05	0.000111571	0.000161373	0.000345596	0.000448439	7.73434e-05	4.57709e-05	0.000173252	0.00167285	0.00148994	7.13272e-05	0.000222618	0.000123097	0.000182464	0.000165492	0.000911028	0.000151128	2.51357e-05
PWY-702: L-methionine biosynthesis II	0.00142564	0.00100357	0.000353394	0.00210432	0.000635542	0.00269181	0.000928981	0.000879302	0.00137909	0.00124192	0.00286929	0.00171825	0.000231421	0.00148062	0.00114252	0.000358027	0.00120195	0.00184214	0.0018932	0.00150579	0.00183867	0.00156943	0.000779133	0.000314174	0.00128227	0.000556849	0.00118941	0.00139143	0.00175379	0.00069334	0.00145323	0.00162251	0.00208955	0.00224894	0.000881383	0.0041628	0.00127075	0.00289034	0.00114538	0.00342203	0.00208121	0.00296526	0.00388001	0.00438363	0.00385537	0.00276239	0.00472613	0.00308651	0.0013575	0.00107083	0.00128435	0.000733208	0.00084918	0.00164979	0.00135579	0.000790486	0.000999565	0.000951029	0.000621375	0.000620997	0.00099071	0.00133873	0.00239934	0.000698051	0.000936844	0.000702599	0.00119251	0.000941391	0.00202808	0.00120107	0.00121258
PWY-7039: phosphatidate metabolism, as a signaling molecule	0.0	1.38588e-05	0.0	0.0	7.38867e-05	0.000180275	0.0	0.0	8.0485e-05	2.63488e-05	1.61308e-05	0.000374085	0.0	1.32325e-05	5.04809e-06	0.0	0.000277491	0.000380332	0.000172907	1.80854e-05	7.02785e-05	4.83791e-06	1.95065e-05	7.90892e-06	0.0	0.0	0.0	0.0	0.0	0.000152252	1.15202e-05	0.0	2.38056e-05	2.07674e-05	0.0	0.00107694	0.000166175	4.00951e-05	0.0	0.000301418	0.0	0.0	2.58709e-06	2.35026e-05	0.000576049	0.0	1.71503e-05	0.000512551	0.0	1.96117e-05	1.06269e-05	0.0	1.60243e-05	4.99355e-06	0.0	1.84278e-05	1.27397e-05	6.62593e-06	1.97171e-06	0.0	1.39226e-05	4.88481e-05	3.71602e-05	0.0	1.89084e-05	0.0	8.22317e-06	0.0	5.85551e-05	0.0	0.0
PWY-7094: fatty acid salvage	0.00069714	0.000112665	0.0	0.000404719	0.000568947	0.00232234	0.000260721	0.000232067	0.000194584	0.000238005	0.000410072	0.000510419	1.53792e-05	0.000241089	2.56126e-05	5.25372e-06	0.000171379	0.000825808	0.00101861	0.000241948	0.000825004	1.21664e-05	1.54285e-05	2.05701e-05	0.000318209	2.88968e-05	0.0	0.000569023	0.000745844	0.000414168	7.33484e-05	0.000241257	0.00124977	0.000629027	1.3881e-05	0.000995336	0.000160568	0.000304959	0.00021458	0.000541919	6.28435e-05	0.000827115	0.000572092	0.000486557	0.000341736	2.25453e-05	0.00106834	0.00101002	8.82682e-05	0.0	2.12882e-05	5.56716e-06	4.38094e-06	4.93236e-05	2.53536e-06	4.47887e-06	2.70195e-05	3.84265e-05	1.54324e-05	1.42003e-05	0.000112405	0.000410925	0.000328106	7.09709e-05	6.17111e-05	3.20327e-06	5.64161e-05	0.000100874	0.000466188	7.09365e-05	5.52441e-06
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.00612083	0.00507578	0.00244042	0.00613736	0.00422379	0.00811415	0.00546528	0.00624757	0.00508741	0.00561857	0.00860326	0.00738171	0.00554288	0.00590481	0.00547924	0.00278859	0.00647527	0.00616045	0.00687301	0.00609202	0.00635411	0.00803648	0.00634228	0.00384712	0.00600148	0.0045877	0.00370715	0.00553801	0.00619239	0.00583554	0.00899918	0.00443744	0.00654955	0.00650371	0.00386352	0.00887908	0.00522383	0.00768015	0.00402293	0.00892481	0.00783431	0.00807304	0.00609562	0.00990672	0.00926861	0.00886452	0.00816543	0.00824639	0.00656341	0.00544528	0.00537369	0.00465837	0.00598353	0.00740641	0.00630323	0.00649782	0.00844327	0.00281964	0.00602714	0.00654769	0.00519407	0.00435863	0.00731239	0.0048574	0.00522338	0.00543456	0.00322833	0.00630809	0.00664918	0.00669073	0.00577316
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0.000868123	0.000450687	0.0	0.00155039	0.000382566	0.0017333	0.000495373	0.000214858	0.00108649	0.000789996	0.00153302	0.00160851	5.98425e-06	0.000756344	0.000441419	7.42035e-05	0.00103192	0.00117284	0.00126778	0.000660751	0.00179132	0.00124957	0.000448499	4.5042e-05	0.00123229	0.000249553	0.000249842	0.000494926	0.000808451	0.000572996	0.000665737	0.00133969	0.00204328	0.00176163	0.000123988	0.00156286	0.000602781	0.00145808	0.000599149	0.000678993	0.00224896	0.00250055	0.00234488	0.00111231	0.00148813	0.000387104	0.00153409	0.00164271	0.000377636	6.43959e-05	5.85678e-05	0.000660325	0.000210075	0.000455017	5.30785e-05	0.000598669	0.000587087	0.000680749	0.00032519	5.40162e-05	0.000738032	0.00122442	0.00177858	0.000298389	0.000243355	0.000436262	0.000301456	0.000711018	0.00195455	0.000331139	0.000852168
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.00207185	0.00165305	5.24746e-05	0.00449513	0.00114154	0.00256463	0.00103514	0.000954128	0.00278077	0.00235895	0.00414866	0.00334754	0.000133004	0.00173787	0.00081373	0.000267808	0.00223848	0.0025923	0.00262294	0.00141174	0.00319929	0.00128422	0.000799833	0.00028833	0.00317986	0.000564996	0.000640098	0.00180859	0.00189763	0.00139925	0.00155693	0.00200083	0.00289574	0.00286829	0.0002196	0.00317856	0.00176805	0.00221552	0.000898711	0.0022441	0.00350442	0.00369643	0.00679278	0.00331701	0.00441588	0.00149742	0.00321924	0.00410391	0.00049075	0.000143825	0.000359392	0.000112955	0.00048484	0.00137733	0.000113414	0.00109358	0.00045117	0.00101349	0.000268384	0.000269936	0.00167876	0.00269122	0.00245169	0.000691757	0.000468008	0.000367343	0.000873914	0.00168047	0.00228083	0.000573959	5.43144e-05
PWY-7118: chitin deacetylation	0.00051287	0.00116905	5.19001e-05	0.0018301	0.000492449	0.00192543	0.000360548	0.000185095	0.00116356	0.000611862	0.00271863	0.0015812	5.90095e-05	0.000747056	0.000365625	0.000150712	0.00107633	0.00107814	0.0013622	0.000698264	0.00154345	0.00012496	0.000260932	0.000216375	0.00127879	0.000308898	0.0	0.000429728	0.000799194	0.00108807	0.000381909	0.00043623	0.00129583	0.00100653	6.63616e-05	0.00196374	0.000721225	0.000868043	0.000262646	0.000877982	0.000712701	0.00171047	0.00413649	0.00139153	0.00218355	0.000156164	0.00189239	0.00166914	0.000244561	5.46683e-05	0.000182309	6.09747e-05	0.000126035	0.000537305	3.56477e-05	0.000180757	0.000173108	0.000110533	6.07652e-05	2.14234e-05	0.000496673	0.000954271	0.00102209	0.000283649	0.000157948	1.37614e-05	0.000343375	0.000261407	0.00116107	8.68122e-05	1.68014e-05
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0.0	0.0	0.0	0.000538522	1.4648e-05	0.0	0.0	0.0	0.000103434	0.000507953	0.0	0.0	0.0	5.75529e-05	0.0	0.0	2.18418e-05	0.000286658	0.0	2.41258e-05	0.000124604	0.0	0.0	2.31192e-05	0.00019824	0.0	0.0	0.0	0.0	0.0	8.96115e-05	0.000104545	0.000888389	0.000458237	3.838e-06	5.56846e-05	0.000223088	0.000270959	0.000162147	0.0	6.27385e-06	0.000905966	0.000736252	0.000146802	4.65359e-05	4.5997e-05	6.69809e-05	0.000800669	0.0	0.0	0.0	0.0	0.0	1.46285e-05	0.0	0.0	3.40582e-05	6.78012e-06	0.0	0.0	0.0	0.000360966	0.000210862	0.0	1.24366e-05	0.0	1.76068e-05	3.76323e-05	6.21688e-05	1.47274e-05	0.0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.00131066	0.00196088	0.000461748	0.00210859	0.000874923	0.00222963	0.00124487	0.000871049	0.00202904	0.00147345	0.00244514	0.00249576	0.000273652	0.000897423	0.00162364	0.00019714	0.00240459	0.00158412	0.00147444	0.00124805	0.00205236	0.00047336	0.000622146	0.000478296	0.00240058	0.000765449	0.00033582	0.00145731	0.00153116	0.00132165	0.0011646	0.000662222	0.00136912	0.00317385	0.000806601	0.00246472	0.00134009	0.00141205	0.000744576	0.00161648	0.000966408	0.00190395	0.00334567	0.00157989	0.00222018	0.00078218	0.00272524	0.00232607	0.00108265	8.93041e-05	0.000783929	0.00012306	0.000524737	0.00105888	0.000152443	0.000428853	0.000314402	0.000513341	4.68996e-05	0.000534524	0.00126241	0.00159491	0.0016925	0.000412481	0.000192918	4.89e-05	0.000300128	0.000264447	0.00144613	0.000474831	0.000351405
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.000697026	0.000450456	2.21898e-05	0.00112562	0.000387093	0.001246	0.000320263	0.000325564	0.000737165	0.000559725	0.00132992	0.0010885	1.94819e-05	0.000432745	0.000242294	7.31689e-05	0.000960731	0.00084668	0.00085399	0.000556695	0.00127606	6.78125e-05	0.000191199	7.0149e-05	0.000611382	0.000164766	0.000117139	0.000614531	0.00074833	0.000493934	0.000366798	0.000652385	0.00126762	0.000927303	0.0	0.0011723	0.000488505	0.000603039	0.000350198	0.000619116	0.000339319	0.00125744	0.0016221	0.000989645	0.00108589	7.43379e-05	0.00166755	0.0012546	9.37278e-05	0.0	9.02991e-05	3.1362e-05	8.24677e-05	0.000394002	1.59905e-05	0.000159252	0.000107129	0.000236707	1.54764e-05	0.0	0.000457007	0.000735987	0.000925418	0.000191665	7.43938e-05	0.0	0.000149281	0.000115695	0.000874029	0.000104405	0.0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5873e-05	0.0	0.0	0.0	0.000276431	5.38201e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000248341	0.0	0.000914876	0.0	5.2754e-05	0.0	0.000406054	0.0	0.0	0.0	0.000342969	0.000407147	0.000817547	0.0	0.000554993	0.000166689	0.000458241	0.0	0.0	0.0	0.0	0.00024518	0.0	0.0	9.92246e-05	8.20164e-05	0.0	6.55118e-05	0.000109913	0.0	3.64768e-05	1.91664e-05	0.0	5.89992e-05	7.53396e-05	9.64271e-05	0.00081099	0.0	0.0	0.0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.00219244	0.00272878	0.00226818	0.0024735	0.00198179	0.00174224	0.00348275	0.00407082	0.00182714	0.00322435	0.00234554	0.00226248	0.00395498	0.00280507	0.00231877	0.000131118	0.00248788	0.00219577	0.00294948	0.00254195	0.00219805	0.00237399	0.00259179	0.0010369	0.00256455	0.00356478	0.00404057	0.00213286	0.00289651	0.00281317	0.00185817	0.00319857	0.00174447	0.00253412	0.00299855	0.00204642	0.0028085	0.00155455	0.00232463	0.00319287	0.00195944	0.00192802	0.00289236	0.00144826	0.0021873	0.00305725	0.00290814	0.00221859	0.00164581	0.00263712	0.00324792	0.00331057	0.00195582	0.00243961	0.00569202	0.00242144	0.00120283	0.00267977	0.00224109	0.00275132	0.0013768	0.00206435	0.00195491	0.00232926	0.00305808	0.00197422	0.00341273	0.00156647	0.00216479	0.00195373	0.00310134
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.000315173	0.000769347	0.00060719	0.000244981	0.000399903	0.000896085	0.000996568	0.000880501	0.00139919	0.000704591	0.000735926	0.00166756	0.00113224	0.000661187	0.0013209	0.000209427	0.00114575	0.00131008	0.000949444	0.000209482	0.00119895	0.00121901	0.000488977	0.000394804	0.00131062	0.000382443	0.000310826	0.000907337	0.000521593	0.000639168	0.00121091	0.000607168	0.000131964	0.00307579	0.00157764	0.000700784	0.00053342	0.000737376	0.000457329	0.000529345	0.00239136	0.00107365	0.000542564	0.00163625	0.000452825	0.0032695	0.000575815	0.00173666	0.000923702	0.000267318	0.000628328	0.000201545	0.000372944	0.00167445	7.34283e-05	0.00113459	0.000694502	0.000406685	0.000739652	0.000680553	0.000260195	0.000428415	0.00063754	0.000398262	0.000319483	0.000968136	0.00045461	0.00157875	0.000378469	0.000935963	0.000286074
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.00747005	0.00650812	0.0100366	0.00445247	0.00780014	0.00394936	0.00747571	0.00741907	0.00616538	0.00684995	0.00360819	0.00468071	0.00977227	0.00675198	0.00747063	0.0094834	0.00748938	0.00494418	0.00594654	0.00624537	0.00557741	0.00641614	0.0081954	0.0143805	0.00637944	0.00828026	0.00871902	0.00773791	0.00649565	0.00815024	0.00635919	0.00673739	0.00563542	0.00550655	0.00824797	0.00251454	0.00783585	0.00533845	0.00770718	0.00332372	0.00583244	0.00432182	0.00239368	0.00470268	0.00439473	0.00690923	0.00303701	0.00423684	0.00616463	0.00778365	0.00668406	0.00792587	0.00774953	0.00502756	0.00571844	0.00939376	0.00764832	0.00832127	0.00869485	0.00861111	0.00755476	0.00679988	0.00590552	0.00822619	0.00820073	0.00844354	0.0107027	0.00952747	0.00541652	0.0077779	0.00627457
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.000545608	0.000461503	1.1568e-05	0.00033591	0.000625159	0.00157505	0.000302614	0.000452917	0.000674789	0.000220213	0.00134217	0.00173746	3.90048e-05	0.000476262	0.000154893	0.000123261	0.00076144	0.00072199	0.000546453	0.00038292	0.00101187	9.86459e-05	0.000193348	9.33278e-05	0.000236706	0.000173147	1.40851e-05	0.000817245	0.000570183	0.000588693	0.000276183	0.000207973	0.000118423	6.36079e-05	5.80619e-05	0.00140252	0.000421042	0.000126471	5.02062e-05	0.000681016	0.000382749	2.94913e-05	0.000252436	0.000919248	0.00117473	4.81455e-05	0.00167142	0.00103092	0.000125389	2.98735e-05	6.64463e-05	2.74446e-05	6.01174e-05	0.000508939	1.03056e-05	0.000131222	3.91807e-05	7.30438e-05	2.18058e-05	0.0	0.000334874	0.000222272	0.000580383	0.000323352	0.000125647	0.0	0.000199359	8.41184e-05	0.000712081	0.0	0.0
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.00510739	0.00481632	0.00331391	0.00377544	0.00247046	0.00304543	0.00430916	0.00503256	0.00427903	0.00383817	0.00328069	0.00346717	0.00291756	0.00379016	0.00484108	0.00343645	0.00241562	0.0026886	0.00327238	0.00385187	0.00279307	0.00349059	0.00379245	0.00160246	0.00331284	0.00556996	0.00565198	0.00457499	0.00448876	0.00365304	0.00432816	0.00486468	0.00259178	0.00354317	0.00500911	0.00285638	0.0042536	0.00222799	0.00426109	0.00442722	0.00275459	0.00277586	0.00346795	0.00204883	0.00317897	0.00405149	0.00381072	0.0031067	0.00270592	0.00397181	0.00533446	0.00485899	0.00376036	0.0041602	0.00832373	0.00348992	0.00177107	0.00435142	0.00317202	0.00384675	0.00396376	0.00314324	0.00282347	0.00497	0.00444362	0.00402195	0.00577116	0.00227407	0.00342377	0.00290005	0.00461703
