EC	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
N-acylneuraminate cytidylyltransferase (2.7.7.43)	1.78608e-05	0.000142384	3.34237e-05	4.26439e-05	1.20781e-05	1.44733e-05	1.00651e-05	0	1.10887e-05	0	0.000175332	0	0.000165553	5.48448e-05	8.15799e-06	1.10358e-06	0	7.1735e-05	6.87606e-05	0.00013631	1.38562e-05	0.000127848	4.96644e-05	1.22147e-05	0	9.27104e-05	0.000202683	4.43693e-05	7.13017e-05	0.000179675	8.97533e-05	3.77044e-05	0.000171827	9.7058e-05	7.64487e-05	0.000167107	1.85302e-05	0.000210534	4.8633e-05	2.28074e-05	0.000102993	1.47517e-05	1.70379e-06	5.33034e-05	0.000240581	1.5617e-05	1.85421e-05	3.0345e-05	0.00015428	1.37085e-05	1.85339e-05	0.000152891	5.42999e-05	0.000138871	3.79508e-05	5.96748e-06	6.58948e-05	0	4.88731e-05	1.1175e-05	2.52742e-05	1.80299e-05	9.31465e-05	0.000152531	3.40725e-05	6.48864e-05	4.33987e-05	1.54708e-05	2.45541e-05	0.000135097	5.80642e-05
RNA-directed DNA polymerase (2.7.7.49)	0.00190774	0.000472213	0.00378669	0.000109448	0.00195107	0.000490163	0.00173597	0.00110043	0.000686828	0.0011244	0.000120306	0.000949288	0.00147947	0.00170852	0.0022795	0.001226	0.000375718	0.00172769	0.000919968	0.00125643	0.000992152	0.000251248	0.00140346	0.00233772	0.000508416	0.00249656	0.00193998	0.000960033	0.00285553	0.00112421	0.000610578	0.000730068	0.000689198	0.00178548	0.000703396	0.000493327	0.00423553	0.000974279	0.00137217	0.000170234	0.00103387	0.000914038	0.000115773	0.000653678	0.000893929	0.00192297	0.000263521	0.000531911	0.000496323	0.000769279	0.000807951	0.00130397	0.000627145	0.000596505	0.000622985	0.00268916	0.000606724	0.00059801	0.000765264	0.00254594	0.00120777	0.000842097	0.00137035	0.00141093	0.000862102	0.00197357	0.000577541	0.00154892	0.00109667	0.00275798	0.00153561
tRNA nucleotidyltransferase (2.7.7.56)	0.000157512	0.000235327	6.13903e-05	0.000458402	0.000112928	0.000387451	0.000260304	0.0004613	0.000307024	0.000362666	0.000831868	0.000532413	0.000141955	0.000260917	0.000165375	1.77857e-05	0.00038061	0.000350454	0.000316217	0.000192999	0.000493257	0.000106822	0.000150153	6.69598e-05	0.000357939	0.000291579	0.000192254	0.000265101	0.00022791	0.000271811	0.000214149	0.000267339	0.000355633	0.000484092	0.000206551	0.000950363	0.00040326	0.000275236	9.80964e-05	0.000801202	0.00067135	0.000621879	0.0011031	0.00058542	0.000617476	0.000362704	0.0010266	0.00055455	9.64291e-05	0.000197497	0.000204322	0.000465175	0.000132182	0.000301589	0.000854224	0.000252629	0.00017026	9.45204e-05	0.000280004	0.000114689	0.000161077	0.00026917	0.000373622	9.05627e-05	0.000217682	8.67904e-05	0.00039795	0.000362831	0.000411563	0.000164008	0.000169286
[Protein-PII] uridylyltransferase (2.7.7.59)	0.000271748	0.00011828	1.40952e-05	0.000544249	0.000153205	0.00105469	0.000159908	0.000118966	0.000211399	0.000226876	0.000587222	0.000416015	5.37887e-06	0.000168757	8.49081e-05	1.75068e-05	0.00019486	0.00049679	0.000527509	0.000102847	0.000372851	5.88889e-05	6.73219e-05	1.23617e-05	0.000260028	5.8164e-05	2.19487e-05	0.000210336	0.000311256	0.000191976	9.27952e-05	0.000168352	0.000457289	0.000308896	4.22238e-05	0.000717784	0.000148411	0.000184899	4.62505e-05	0.000259687	9.90627e-05	0.000427337	0.000945845	0.00051704	0.000480119	7.87656e-05	0.000823251	0.000796539	4.82714e-05	3.07556e-05	1.99497e-05	3.91704e-06	5.25105e-05	0.000137104	1.6953e-05	4.16947e-05	3.09054e-05	4.58631e-05	1.50017e-05	1.26183e-05	0.00011522	0.000148316	0.000227808	6.76003e-05	3.18715e-05	4.35712e-05	7.14512e-05	0.000100214	0.000316533	5.5567e-05	1.21964e-05
DNA-directed RNA polymerase (2.7.7.6)	0.00636383	0.00642748	0.00556905	0.00448905	0.00458418	0.00508056	0.00585194	0.00623758	0.00530836	0.00659157	0.00625581	0.00539352	0.00599575	0.00594606	0.00610879	0.00487871	0.0056787	0.00530554	0.00592944	0.00750904	0.00606946	0.00691005	0.00748521	0.00753301	0.00500963	0.00731966	0.00649019	0.00609008	0.00590756	0.00624019	0.00700126	0.00598462	0.00634875	0.00788596	0.00576178	0.00728631	0.00673374	0.00848184	0.00606046	0.00821989	0.00775716	0.00656023	0.00618061	0.00755251	0.00666717	0.00680671	0.00765342	0.00585823	0.0078407	0.0074092	0.00654858	0.00785543	0.0070726	0.00670232	0.00833777	0.00770692	0.0084606	0.00670719	0.00813796	0.00664175	0.00604427	0.0055552	0.00725569	0.00678031	0.00648007	0.00736998	0.00793415	0.00874804	0.00653367	0.00765279	0.00717727
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (2.7.7.60)	0.00183106	0.00165765	0.001906	0.00158409	0.0017173	0.00165951	0.00166232	0.00182488	0.00170219	0.00184287	0.00143664	0.00163011	0.00205143	0.00178665	0.0017545	0.00183205	0.00164841	0.00150812	0.00166141	0.00202243	0.00177858	0.00200527	0.00202808	0.00269787	0.00138089	0.00209591	0.00194582	0.00184713	0.00172834	0.00184241	0.00161825	0.00190238	0.00178542	0.00198088	0.00190864	0.00124475	0.00199963	0.00122784	0.00171852	0.00172914	0.00200441	0.00173936	0.00114178	0.00142586	0.00135672	0.00178231	0.00153727	0.00144366	0.00225964	0.002107	0.00188157	0.00253835	0.0021632	0.00175857	0.00271957	0.00231548	0.00229744	0.00196239	0.00213885	0.00199024	0.00170636	0.0016532	0.00187556	0.00210138	0.00202093	0.00211189	0.00222642	0.00242402	0.00171368	0.00233744	0.00192467
Citrate lyase holo-[acyl-carrier protein] synthase (2.7.7.61)	0.000153057	0.000247109	1.81889e-05	0.00011572	7.3552e-05	0.000293588	0.000167897	0.000302725	0.000120184	3.1733e-05	0.000480573	0.000289249	5.27228e-05	8.71018e-05	7.53924e-05	1.60245e-05	0.000215575	0.000241602	0.000243338	8.04337e-05	0.000169333	2.93195e-05	3.26377e-05	2.55578e-05	2.99946e-05	5.98243e-05	5.89486e-05	0.000123777	0.000208047	0.000277471	8.92915e-05	4.21673e-05	9.32099e-06	2.19414e-05	6.10678e-05	0.000429359	8.34684e-05	4.56873e-05	1.51199e-05	0.00017311	7.63527e-05	1.71743e-05	4.12836e-05	0.000269919	0.000317797	4.41875e-05	0.000546109	0.00019711	3.61414e-05	1.30665e-05	1.53919e-05	1.60187e-05	6.07081e-05	7.5241e-05	3.10209e-05	2.92237e-05	5.84448e-06	1.64935e-05	1.17175e-05	6.6049e-06	0.000108361	5.4247e-05	8.77285e-05	9.04327e-05	1.64326e-05	5.19317e-06	6.15915e-05	2.15286e-05	0.000136562	6.59887e-06	1.77711e-06
Adenosylcobinamide-phosphate guanylyltransferase (2.7.7.62)	0.000694329	0.000363818	0.000271535	0.000178722	0.000819509	0.00125074	0.00014578	0.000157344	0.000134908	0.000313744	0.000608228	0.000266177	0.000133668	0.000337681	0.000169863	8.55209e-05	8.5005e-05	0.000779367	0.000593104	0.000395479	0.000471568	0.000476248	0.000613147	3.30532e-05	0.000181284	0.000400427	0.000280456	0.000347911	0.000207962	0.000263765	5.63115e-05	0.000419634	0.000230194	0.000332071	0.000293565	0.000268922	0.000148068	0.000217917	0.000478914	0.000286041	0.000459506	0.000222941	0.000530439	0.000574284	0.000692039	0.000290841	0.00114923	0.00093074	0.000803573	0.000400161	0.000514267	0.000340011	0.000171132	0.000365826	0.000512951	0.000270856	0.000320084	0.000575928	0.00034374	0.000467353	0.000280815	0.000224408	0.000287018	0.000232164	0.000372292	0.00020333	0.000153433	0.000153951	0.000241961	0.000276198	0.000330494
Transferred entry 6.3.1.20 (2.7.7.63)	1.86513e-05	0.000277036	8.70898e-05	5.02833e-05	0.000147171	0.000497865	0.000105387	9.21436e-05	4.85294e-05	8.15395e-05	1.23292e-05	6.02991e-05	5.16377e-05	0.000167142	0.000241664	2.49079e-05	0.000126053	8.41603e-05	0.000136432	3.77786e-05	5.28485e-05	4.79768e-05	5.96628e-05	2.87311e-05	0.000103125	7.81817e-05	0.000129206	9.41623e-05	6.49033e-05	0.000211751	0.000106809	0.000142079	5.87838e-06	7.62588e-05	0.000201231	1.70538e-06	4.99644e-05	1.68249e-05	7.74696e-05	1.47302e-05	0.000333297	5.6482e-07	1.19036e-06	2.60318e-05	5.88757e-05	9.43616e-05	9.21284e-06	1.60761e-05	5.97264e-06	3.02864e-05	0.000154209	2.43856e-05	3.35769e-05	0.000183027	2.53052e-05	9.77659e-05	2.89483e-05	5.30819e-05	0.000124636	0.000116551	0.000190727	4.02387e-05	2.53709e-05	3.94097e-05	0.000172736	8.5394e-05	5.32895e-05	3.04073e-05	0.00011475	3.70442e-05	0.000126889
Diguanylate cyclase (2.7.7.65)	0.000945085	0.000648714	0.000121326	0.00128897	0.00036149	0.00235457	0.000348224	0.000325606	0.000664901	0.000824319	0.00231429	0.0013386	5.14472e-05	0.000705031	0.000216444	0.000128789	0.000870468	0.00134367	0.00114326	0.000789216	0.00140475	0.00122812	0.000238815	0.000103261	0.00074679	0.000254373	0.000144804	0.000672508	0.00097701	0.000498465	0.00102845	0.000266159	0.000687064	0.00101754	0.000303281	0.00259606	0.00070757	0.000820754	0.000386463	0.00125288	0.000749517	0.00181563	0.00254526	0.00187673	0.00222771	0.000260925	0.00252775	0.00193007	0.000536462	0.000364449	0.000273467	0.000201063	0.000348242	0.000966412	8.05854e-05	0.000361457	0.000560925	0.00037385	0.000443804	0.000219475	0.000962036	0.000587066	0.00115044	0.000342772	0.000311379	0.000576629	0.000160313	0.000213812	0.00134101	0.000311412	0.000528919
DNA-directed DNA polymerase (2.7.7.7)	0.0103128	0.00977071	0.00998849	0.00932489	0.00815377	0.0103483	0.00895386	0.00845959	0.00979124	0.00982365	0.0113332	0.00969362	0.00828691	0.00929114	0.00924237	0.00718403	0.00763302	0.0106612	0.00920617	0.011476	0.0100407	0.00991393	0.0110785	0.011524	0.00676153	0.0103864	0.00872828	0.00893136	0.0102667	0.00854982	0.00915297	0.00919335	0.00905922	0.0110892	0.00815243	0.0117396	0.010144	0.012757	0.00933024	0.0120191	0.0121222	0.011505	0.0100265	0.0123914	0.0126353	0.0109796	0.0148486	0.0105763	0.0104182	0.0102114	0.00951553	0.0108524	0.00892053	0.00978339	0.00948326	0.0124395	0.0121611	0.00954887	0.01217	0.0109049	0.00854631	0.00801496	0.0109872	0.00913749	0.0101692	0.0119474	0.010655	0.0125048	0.00990357	0.0103748	0.0103863
D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (2.7.7.70)	0.000126036	0.000447034	0.000335986	0.000238135	0.000639239	0.00039837	0.000385069	0.000548616	0.000186748	0.000269434	0.000364135	0.000360864	0.000235638	0.000271637	0.000176545	9.28371e-05	0.000179584	0.000384232	0.000462183	0.000271396	0.000269055	7.72064e-05	0.00031417	8.20826e-05	0.000159442	0.000441118	0.000261641	0.000249505	0.000301609	0.000420225	9.41147e-05	0.000359897	0.000286122	0.000342478	0.000412506	0.000207547	0.000297813	0.000164273	0.000441769	0.00047709	0.000193395	0.000207226	0.000351112	0.000183178	0.000186064	0.000411908	0.000332717	0.000215433	0.000189064	0.000249855	0.000324636	0.000603439	0.000174518	0.000443667	0.000954958	0.000283582	0.000184262	0.000131457	0.000182519	0.000421239	0.000145945	0.000244531	0.000248058	0.000200192	0.000338977	0.000213703	0.000521468	0.000254024	0.000233173	0.000297344	0.000261735
D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase (2.7.7.71)	0	0.000164322	5.84496e-05	0.000233211	0.000251435	4.67103e-07	0.000158171	2.17346e-05	0.000172749	4.82917e-06	0.000194862	0	4.53646e-05	0.000107973	2.62934e-05	0.000301707	2.64921e-07	7.20761e-05	8.44882e-05	3.60748e-05	6.63118e-05	1.00881e-05	2.01589e-05	3.84942e-06	1.15055e-06	1.56157e-05	4.96662e-05	4.90466e-05	2.01666e-05	4.11806e-05	1.21262e-05	2.882e-05	0	1.05965e-05	6.48224e-05	1.92247e-06	9.51292e-06	3.14633e-06	4.21215e-05	0	6.04153e-06	0	0	1.27152e-06	1.77432e-05	0.000126105	6.49316e-07	1.2615e-05	4.72214e-06	1.12229e-05	4.16614e-05	2.78057e-06	2.12692e-05	0.000102175	4.65037e-06	1.2957e-05	1.02567e-05	1.38065e-05	1.69699e-06	2.87881e-05	1.54631e-05	2.37949e-05	6.12174e-06	1.57384e-05	5.42813e-05	6.64503e-06	1.72899e-06	8.91874e-06	2.72088e-05	2.41567e-06	0
CCA tRNA nucleotidyltransferase (2.7.7.72)	0.00210973	0.001636	0.00191162	0.00129234	0.00147833	0.000979713	0.00162294	0.00183374	0.00151431	0.00182791	0.000870397	0.00120957	0.00210723	0.00162132	0.00192706	0.00180767	0.0017007	0.00133755	0.0013838	0.00208311	0.0015543	0.0019229	0.00212604	0.00244019	0.00160997	0.00205663	0.0019831	0.0020018	0.00170996	0.00184469	0.00184771	0.00182281	0.00177786	0.00189334	0.00169606	0.00103677	0.00216298	0.00177643	0.00180052	0.00170506	0.00193968	0.00175497	0.000916054	0.00160577	0.00113265	0.00189436	0.00144029	0.00130808	0.002313	0.00218233	0.0019885	0.00215036	0.00186863	0.00178536	0.0020296	0.00223125	0.0023525	0.00212824	0.00238178	0.00215012	0.00168914	0.00164873	0.00197599	0.00213306	0.00216111	0.00209767	0.00221851	0.00273567	0.00170915	0.00209104	0.00202176
Sulfur carrier protein ThiS adenylyltransferase (2.7.7.73)	0.000116653	0.000204229	3.16164e-05	0.000327525	7.02351e-05	0.000358876	4.68222e-05	0.000118556	0.000220599	0.00018856	0.000807933	0.000625982	4.11332e-05	0.000112369	4.92388e-05	3.18812e-05	0.000206883	0.000164461	0.000237294	0.000161343	0.000334676	1.61645e-05	6.25476e-05	2.62285e-05	0.000166069	7.7477e-05	5.27265e-05	0.000183865	0.00010735	0.00018981	8.82447e-05	6.96304e-05	9.98337e-05	0.000144742	6.50961e-05	0.00101441	0.000195125	0.000140269	1.60967e-05	0.000387501	0.00015107	0.000257929	0.000870852	0.000685907	0.000603373	2.1477e-05	0.000907522	0.000321054	4.53102e-05	1.20852e-05	2.11641e-05	2.99655e-05	4.87761e-05	0.000127655	2.29092e-05	3.78187e-05	3.27404e-05	2.32852e-05	6.37498e-06	2.32259e-05	0.000156155	0.000141377	0.000207519	7.53172e-05	3.24625e-05	1.02649e-05	6.86186e-05	2.56084e-05	0.000274525	0.000248621	3.7605e-06
Molybdopterin adenylyltransferase (2.7.7.75)	0.000208418	7.58e-05	1.72281e-05	0.00208279	3.34575e-05	0.000259159	5.35989e-05	5.67374e-05	0.000243484	0.00111303	0.000321767	0.000383496	9.51318e-06	0.000129036	0.000121458	1.92328e-05	0.000141226	0.00054918	0.000197271	0.00015663	0.000263269	0.000429279	6.45364e-05	2.83903e-05	0.0006787	0.000162918	5.71227e-05	8.44231e-05	0.000195056	6.26806e-05	0.000228608	0.000361434	0.000317526	0.000811704	4.81752e-05	0.000787507	0.000262142	0.000353961	0.000599201	0.000584787	0.000385946	0.00227463	0.00564911	0.000632708	0.000380778	0.000216467	0.000583921	0.00161876	0.000196751	0.000115863	0.000115548	0.000213248	5.93193e-05	8.35372e-05	7.74874e-05	0.000150978	0.000231458	0.000156427	0.000168052	6.53531e-05	0.000174428	0.0005302	0.000429456	6.27817e-05	9.86745e-05	0.000157478	4.01445e-05	7.26485e-05	0.000393991	9.18401e-05	0.00019274
Molybdenum cofactor guanylyltransferase (2.7.7.77)	0.000201191	8.59605e-05	3.97234e-05	0.00024305	9.8098e-05	0.00043264	0.000122794	0.00015673	0.000158098	0.000174096	0.000296648	0.000357859	1.2582e-05	0.000161791	9.28176e-05	1.48043e-05	3.6617e-05	0.000244174	0.000294707	0.000290984	0.000238025	0.000145449	8.4382e-05	1.56532e-05	0.000109124	0.000110093	0.000158958	0.000154002	0.00013994	8.62404e-05	0.000523877	0.000259025	0.000360998	0.000265888	6.56977e-05	0.000248232	6.82404e-05	0.000200379	0.000263278	0.000430603	0.000138936	0.000277441	0.000402109	0.00027477	0.000337709	0.000155954	0.000370565	0.000323639	0.000262929	0.000131778	0.000262017	0.000159042	0.000128788	0.000309983	0.000506232	8.89055e-05	0.000199195	0.000109463	0.000124219	7.10946e-05	0.000114297	0.000107769	0.00020105	0.000210866	7.07023e-05	9.67383e-05	0.000110576	7.59472e-05	0.000176202	0.000110369	0.000143921
Polyribonucleotide nucleotidyltransferase (2.7.7.8)	0.00233039	0.00170889	0.00184839	0.00145484	0.00151032	0.00138043	0.00171169	0.00178244	0.00145392	0.00226619	0.0012574	0.0013174	0.00187037	0.00179013	0.00179659	0.00154082	0.00153318	0.00152657	0.00155219	0.00190287	0.00163734	0.00174587	0.0021569	0.00244689	0.00165814	0.00218924	0.00192653	0.00194081	0.00166979	0.00177598	0.00183232	0.00182223	0.00205907	0.00211373	0.00163897	0.00146136	0.00209695	0.00168145	0.00181978	0.00250754	0.00198774	0.00201317	0.00177033	0.0019793	0.00152159	0.0017543	0.00155091	0.0016605	0.00233909	0.00214278	0.00194288	0.00235522	0.00215583	0.00160614	0.00223195	0.00262038	0.00236727	0.00226877	0.00259252	0.00204687	0.00173354	0.00169518	0.00238661	0.00213168	0.0020726	0.00205488	0.00218862	0.00276748	0.00178265	0.00233112	0.00209473
Molybdopterin-synthase adenylyltransferase (2.7.7.80)	8.45449e-05	4.55637e-05	4.81788e-06	0.000277242	3.6802e-05	0.000271013	4.47475e-05	9.59402e-05	0.000112459	0.000117593	0.000226534	0.00037784	7.20678e-06	8.8874e-05	9.26025e-05	6.25727e-06	0.000106129	0.000167502	0.000174585	6.22591e-05	0.000142057	4.2263e-05	7.21934e-05	2.00285e-05	0.000126162	3.17505e-05	4.79068e-05	7.45277e-05	9.02444e-05	6.10972e-05	0.000134043	0.000116001	9.26733e-05	0.00014233	3.81971e-05	0.00034793	0.000109306	0.000200633	3.20658e-05	0.000274006	0.000140146	0.000312734	0.000485709	0.000297121	0.000227848	0.000139821	0.000448711	0.000272334	2.1758e-05	3.80163e-05	2.4985e-05	2.13662e-05	3.13214e-05	5.58299e-05	4.91931e-05	6.27752e-05	4.20029e-05	5.42317e-05	3.31478e-05	2.84768e-05	4.95491e-05	0.000102809	0.000139004	3.43997e-05	8.26966e-05	8.36957e-06	1.41297e-05	4.89658e-05	0.00012129	2.14779e-05	1.88125e-05
Pseudaminic acid cytidylyltransferase (2.7.7.81)	6.31877e-07	5.33001e-05	0.000139538	5.51e-07	0.000458742	0	1.2954e-05	7.09288e-05	1.67376e-06	0	2.02788e-05	0	0.000153811	0	0	7.78057e-05	9.51372e-07	8.9815e-05	2.38121e-05	0	4.77208e-05	4.24008e-05	0.000152518	7.595e-06	2.80899e-06	4.27762e-05	5.57594e-05	4.76763e-05	1.72284e-05	0	0	6.93809e-05	0	8.71879e-06	0.000180826	1.29104e-06	2.21631e-06	1.96334e-05	0	0	3.59426e-05	0	0	5.94118e-07	1.48764e-05	0.000158274	7.22137e-07	1.10685e-05	3.8758e-05	1.14733e-05	6.5347e-05	0.0002052	7.68142e-05	7.23916e-05	0	8.72092e-05	3.91082e-06	2.79537e-05	2.89328e-05	0.000223597	9.67973e-07	5.23037e-05	3.262e-06	5.78007e-05	0.000202508	5.72663e-05	4.03713e-05	3.51526e-05	8.04002e-06	9.37316e-05	5.55434e-05
Diadenylate cyclase (2.7.7.85)	0.00230405	0.00141059	0.00169026	0.000722768	0.00134125	0.000846383	0.00144567	0.00152699	0.00127245	0.00156449	0.000727031	0.000957569	0.00181636	0.00146866	0.00159352	0.00154769	0.00139546	0.00112048	0.00117649	0.00224586	0.00128904	0.00176219	0.00195684	0.00236725	0.0012315	0.00188176	0.00182372	0.0019238	0.00136407	0.00155272	0.00167004	0.00154515	0.00176456	0.00176607	0.00151278	0.000772994	0.00196947	0.00162258	0.00183826	0.00146864	0.00150114	0.00110897	0.000253412	0.00119376	0.000886882	0.00157958	0.000970358	0.000835509	0.00197915	0.00199729	0.00175546	0.00208617	0.00212657	0.0014992	0.0019427	0.00216294	0.00252597	0.00173049	0.0021538	0.00205397	0.00152242	0.00141365	0.0016068	0.00203992	0.00184948	0.00212242	0.00205501	0.00265948	0.00140097	0.00205183	0.00193364
L-threonylcarbamoyladenylate synthase (2.7.7.87)	0.000567972	0.000700878	0.000418741	0.000624152	0.000761004	0.000391481	0.000660736	0.000335465	0.000377924	0.000933817	0.000651245	0.000489606	0.000294943	0.00076701	0.000834309	0.000558419	0.000308729	0.000618961	0.000610462	0.0014021	0.00064344	0.00128852	0.000748981	0.000316604	0.000270942	0.000822544	0.000632723	0.000554694	0.000710501	0.000367628	0.00124715	0.000827699	0.000887561	0.000981952	0.00055082	0.000650676	0.000430312	0.000962343	0.000578984	0.00124802	0.000625616	0.00134683	0.000699335	0.000885742	0.000450682	0.0011879	0.000639943	0.000589173	0.00188704	0.00120599	0.00119792	0.00101631	0.000902289	0.00119418	0.00158082	0.00107842	0.00135262	0.000870628	0.00137992	0.000809167	0.000898247	0.000429584	0.000972046	0.000632293	0.000726703	0.00104463	0.00082487	0.000895936	0.000846148	0.00103781	0.00130741
[Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase (2.7.7.89)	0.00024472	9.5715e-05	1.52716e-05	0.000367041	8.65593e-05	0.000535605	0.000134718	9.41035e-05	0.000173972	0.000198683	0.000558205	0.00045943	2.30863e-05	0.000167854	7.2071e-05	1.57606e-05	0.000118554	0.000349851	0.000373743	9.25712e-05	0.000300027	5.77082e-05	4.75085e-05	1.46533e-05	0.000235553	5.88582e-05	5.50288e-05	0.000109708	0.000261863	8.32637e-05	8.47697e-05	0.000143788	0.000305873	0.000250425	4.76921e-05	0.0004842	0.000151683	0.000201039	3.76219e-05	0.00022508	0.000348135	0.000342374	0.000777817	0.000370413	0.000522239	5.63063e-05	0.000432011	0.000526255	7.08095e-05	2.87117e-05	3.82216e-05	1.76852e-06	4.50466e-05	6.60318e-05	2.04149e-05	4.5721e-05	2.91594e-05	5.55506e-05	8.91205e-06	9.60805e-06	0.000104721	0.000153812	0.000198838	7.8493e-05	2.9484e-05	5.64515e-05	7.18023e-05	9.46176e-05	0.000194112	6.08107e-05	1.19889e-05
UTP--glucose-1-phosphate uridylyltransferase (2.7.7.9)	0.000261691	0.000696993	0.000134942	0.00051413	0.000192882	0.000871648	0.000385616	0.000533733	0.000350818	0.000280445	0.00117152	0.000748819	0.000209702	0.000305487	0.000226749	0.000103524	0.000449937	0.000541774	0.000737571	0.000403548	0.000569082	0.000103144	0.000195493	0.000117804	0.000276526	0.000394202	0.0003832	0.000301553	0.000427749	0.000761072	0.000255931	0.0003381	0.000408755	0.000589155	0.000514453	0.00103643	0.000310869	0.00112712	0.000272837	0.000998985	0.000464489	0.000557071	0.000690572	0.00100567	0.00103476	0.000723697	0.000922462	0.00071807	0.000200192	0.000182785	0.000278923	0.0005751	0.000187633	0.000688904	0.00103475	0.000251944	0.000357866	0.000287154	0.000230272	0.000120167	0.00022067	0.000228835	0.000538707	0.000188344	0.000182713	0.000117893	0.000508902	0.000426931	0.000582525	0.00019353	0.000332287
