	A007	A008	A011	A016	A020	A024	A025	A033	A035	A036	A040	A042	A045	A052	A056	A060	A063	A002	A004	A006	A012	A014	A015	A018	A022	A026	A028	A030	A031	A032	A041	A044	A047	A050	A051	A057	A061	A062
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.00599342	0.00601207	0.00588928	0.00557665	0.00530258	0.00760333	0.00635278	0.00676532	0.00729577	0.00515403	0.00386935	0.0074788	0.00275562	0.00409645	0.00713261	0.00679304	0.00653764	0.00228	0.00245866	0.00302586	0.00875472	0.0078668	0.00213275	0.00718985	0.00870185	0.00657017	0.0079106	0.00576446	0.00684119	0.00373995	0.00886969	0.00576395	0.0086862	0.00830633	0.00461836	0.00755689	0.00434567	0.00787912
SO4ASSIM-PWY: assimilatory sulfate reduction I	0.0025597	0.000957708	0.00299129	0.00223992	0.00368134	0.0	0.000550742	0.0	0.0	0.00195648	0.00321828	0.0	0.000399676	0.0	0.0029863	0.00188866	0.00542564	0.00489726	0.000600511	0.00055163	0.0	0.0	0.000516535	0.0	0.0	0.000898919	0.0	0.00283856	0.000126868	0.0	0.0	0.00157934	0.000201516	0.0	0.0	0.0	0.00411717	0.0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.00297161	0.00180703	0.00243177	0.00303859	0.00322819	0.0	0.00110293	0.0	0.0	0.00296561	0.00344554	0.0	0.000777428	0.0	0.00316129	0.00280367	0.00351537	0.00157168	0.000984534	0.00100286	0.0	0.0	0.000691404	0.0	0.0	0.00164313	0.0	0.00365442	0.000276347	0.0	0.0	0.00233094	0.000416461	0.0	0.0	0.0	0.00422358	0.0
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0.00196803	0.00074123	0.00154904	0.000725379	0.00209163	0.0	0.0	0.0	0.0	0.00158798	0.00295168	0.0	0.000322054	0.0	0.00100122	0.00101223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000279558	0.0	0.00141623	0.0	0.0	0.0	0.000845452	0.0	0.0	0.0	0.0	0.00281	0.0
TCA: TCA cycle I (prokaryotic)	0.00214926	0.000973556	0.00153839	0.000719687	0.00233938	0.0	0.000363438	0.0	0.0	0.00173561	0.00301636	0.0	0.000364048	0.0	0.00104592	0.00122933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000288191	0.0	0.00269146	0.0	0.0	0.0	0.000967685	0.0	0.0	0.0	0.0	0.00289003	0.0
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.0040323	0.0027464	0.00114179	0.00387321	0.00382134	0.00572322	0.00520967	0.00479818	0.00226481	0.00261832	0.00166432	0.00387981	0.00137126	0.00313345	0.00748898	0.00480846	0.0047784	0.00202365	0.00160297	0.00276039	0.00567964	0.00322201	0.0013748	0.00356493	0.00393997	0.00434205	0.00278076	0.00173334	0.00440007	0.00332812	0.00705276	0.00377033	0.0064694	0.00465817	0.00608949	0.00493574	0.00240709	0.00374501
THREOCAT-PWY: superpathway of L-threonine metabolism	0.000369127	0.00020775	0.0	0.000113112	0.0	0.0	0.0	0.0	0.0	0.000528642	0.000875999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160479	0.0	0.000504824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000427606	0.0
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.00717606	0.00628593	0.00861524	0.00711194	0.00716419	0.00849488	0.0080161	0.00832224	0.00865868	0.00497136	0.00524889	0.00879357	0.00355318	0.00577675	0.00567082	0.00829348	0.00746393	0.00357757	0.00329316	0.00576159	0.00981942	0.00989785	0.00264667	0.00864313	0.00948008	0.00761595	0.00805447	0.00638768	0.00933813	0.00450481	0.00749352	0.00791049	0.0097654	0.00956248	0.0079288	0.00834531	0.00536412	0.00863166
TRNA-CHARGING-PWY: tRNA charging	0.00753681	0.0105147	0.00831891	0.00744918	0.00747944	0.0108656	0.0105363	0.011703	0.0111475	0.00779486	0.00682912	0.00969899	0.0150421	0.0159142	0.00959758	0.00798307	0.0131412	0.0170508	0.0152989	0.0207839	0.0107645	0.0109125	0.019429	0.0103156	0.0112079	0.0105222	0.0130185	0.00826371	0.0116622	0.0147969	0.0102655	0.00931261	0.0107133	0.0106093	0.0145506	0.0122286	0.00744801	0.010697
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0.00258478	0.00454235	0.00220605	0.00200321	0.00226489	0.00293804	0.00197883	0.000272652	0.00321266	0.0053424	0.00373032	0.000655802	0.00235699	0.00125207	0.00250781	0.00159298	0.0	0.00222434	0.00184982	0.00181765	0.000812871	0.00135795	0.00133437	0.0020027	0.00219928	0.00330565	0.00153843	0.00257665	0.000883199	0.00111936	0.000259518	0.0012608	0.0	0.00209239	0.00445181	0.00257824	0.00564078	0.00240577
VALSYN-PWY: L-valine biosynthesis	0.00889197	0.0111512	0.00885824	0.00960073	0.00854196	0.0120231	0.0117215	0.0125899	0.0125481	0.00945777	0.00937432	0.0109508	0.0182643	0.0178329	0.0109457	0.0101695	0.0148964	0.0236806	0.020735	0.0145559	0.0115329	0.010763	0.0261693	0.0113581	0.0123874	0.0105289	0.0159278	0.00977409	0.0106771	0.0183268	0.0124331	0.0110761	0.011963	0.0106921	0.0121693	0.0111151	0.00984274	0.0131175
